0,Ancestral Healing,Shaman,Spell,Common,0,0,0,images/tgt/Ancestral_Healing.png
0,Backstab,Rogue,Spell,Common,0,0,0,images/tgt/Backstab.png
0,Innervate,Druid,Spell,Common,0,0,0,images/tgt/Innervate.png
0,Hunter's Mark,Hunter,Spell,Common,0,0,0,images/tgt/Hunters_Mark.png
0,Moonfire,Druid,Spell,Common,0,0,0,images/tgt/Moonfire.png
0,Sacrificial Pact,Warlock,Spell,Common,0,0,0,images/tgt/Sacrificial_Pact.png
0,Totemic Might,Shaman,Spell,Common,0,0,0,images/tgt/Totemic_Might.png
1,Arcane Missiles,Mage,Spell,Common,0,0,0,images/tgt/Arcane_Missiles.png
1,Arcane Shot,Hunter,Spell,Common,0,0,0,images/tgt/Arcane_Shot.png
1,Blessing of Might,Paladin,Spell,Common,0,0,0,images/tgt/Blessing_of_Might.png
1,Claw,Druid,Spell,Common,0,0,0,images/tgt/Claw.png
1,Deadly Poison,Rogue,Spell,Common,0,0,0,images/tgt/Deadly_Poison.png
1,Execute,Warrior,Spell,Common,0,0,0,images/tgt/Execute.png
1,Frost Shock,Shaman,Spell,Common,0,0,0,images/tgt/Frost_Shock.png
1,Hand of Protection,Paladin,Spell,Common,0,0,0,images/tgt/Hand_of_Protection.png
1,Holy Smite,Priest,Spell,Common,0,0,0,images/tgt/Holy_Smite.png
1,Light's Justice,Paladin,Weapon,Common,0,1,4,images/tgt/Lights_Justice.png
1,Murloc Raider,Neutral,Minion,Common,0,2,1,images/tgt/Murloc_Raider.png
1,Northshire Cleric,Priest,Minion,Common,0,1,3,images/tgt/Northshire_Cleric.png
1,Power Word:Shield,Priest,Spell,Common,0,0,0,images/tgt/Power_Word_Shield.png
1,Rockbiter Weapon,Shaman,Spell,Common,0,0,0,images/tgt/Rockbiter_Weapon.png
1,Sinister Strike,Rogue,Spell,Common,0,0,0,images/tgt/Sinister_Strike.png
1,Stonetusk Boar,Neutral,Minion,Common,0,1,1,images/tgt/Stonetusk_Boar.png
1,Timber Wolf,Hunter,Minion,Common,0,1,1,images/tgt/Timberwolf.png
1,Tracking,Hunter,Spell,Common,0,0,0,images/tgt/Tracking.png
1,Voidwalker,Warlock,Minion,Common,0,1,3,images/tgt/Voidwalker.png
1,Voodoo Doctor,Neutral,Minion,Common,0,2,1,images/tgt/Voodoo_Doctor.png
1,Corruption,Warlock,Spell,Common,0,0,0,images/tgt/Corruption.png
1,Elven Archer,Neutral,Minion,Common,0,1,1,images/tgt/Elven_Archer.png
1,Goldshire Footman,Neutral,Minion,Common,0,1,1,images/tgt/Goldshire_Footman.png
1,Grimscale Oracle,Neutral,Minion,Common,0,1,1,images/tgt/Grimscale_Oracle.png
1,Humility,Paladin,Spell,Common,0,0,0,images/tgt/Humility.png
1,Mind Vision,Priest,Spell,Common,0,0,0,images/tgt/Mind_Vision.png
1,Mirror Image,Mage,Spell,Common,0,0,0,images/tgt/Mirror_Image.png
1,Mortal Coil,Warlock,Spell,Common,0,0,0,images/tgt/Mortal_Coil.png
1,Soulfire,Warlock,Spell,Common,0,0,0,images/tgt/Soulfire.png
1,Whirlwind,Warrior,Spell,Common,0,0,0,images/tgt/Whirlwind.png
2,Arcane Explosion,Mage,Spell,Common,0,0,0,images/tgt/Arcane_Explosion.png
2,Bloodfen Raptor,Neutral,Minion,Common,0,3,2,images/tgt/Bloodfen_Raptor.png
2,Fiery War Axe,Warrior,Weapon,Common,0,3,2,images/tgt/Fiery_War_Axe.png
2,Heroic Strike,Warrior,Spell,Common,0,0,0,images/tgt/Heroic_Strike.png
2,Holy Light,Paladin,Spell,Common,0,0,0,images/tgt/Holy_Light.png
2,Mark of the Wild,Druid,Spell,Common,0,0,0,images/tgt/Mark_of_the_Wild.png
2,Mind Blast,Priest,Spell,Common,0,0,0,images/tgt/Mind_Blast.png
2,Novice Engineer,Neutral,Minion,Common,0,1,1,images/tgt/Novice_Engineer.png
2,River Crocalisk,Neutral,Minion,Common,0,2,3,images/tgt/River_Crocolisk.png
2,Sap,Rogue,Spell,Common,0,0,0,images/tgt/Sap.png
2,Shadow Word:Pain,Priest,Spell,Common,0,0,0,images/tgt/Shadow_Word_Pain.png
2,Succubus,Warlock,Minion,Common,0,4,3,images/tgt/Succubus.png
2,Wild Growth,Druid,Spell,Common,0,0,0,images/tgt/Wild_Growth.png
2,Windfury,Shaman,Spell,Common,0,0,0,images/tgt/Windfury.png
2,Acidic Swamp Ooze,Neutral,Minion,Common,0,3,2,images/tgt/Acidic_Swamp_Ooze.png
2,Bluegill Warrior,Neutral,Minion,Common,0,2,1,images/tgt/Bluegill_Warrior.png
